Name,MainAirline,RewardsID,Age,Gender,Race,HomeAirport
Charles Swanhart,DL,DL19942,40,M,Native Hawaiian/Pacific Islander,FLL
Laura Andrus,AA,AA45498,60,F,White,PHL
Kim Laird,DL,DL56261,41,M,Hispanic/Latino,ATL
Christine Figueroa,SW,SW18012,33,F,Native Hawaiian/Pacific Islander,BOS
Leila Smith,DL,DL37534,53,F,White,MIA
Homer Switzer,AS,AS40401,36,M,White,MCO
Johnny Thomason,SW,SW63651,39,M,Black/African American,FLL
Sonya Archer,UA,UA62614,72,F,Black/African American,SEA
Emmett Deleo,HA,HA40570,30,M,Black/African American,SLC
Jerry Smith,HA,HA49794,24,M,Native Hawaiian/Pacific Islander,JFK
Thomas Brisson,HA,HA25654,76,M,Native Hawaiian/Pacific Islander,MSP
Jeffrey Savage,AS,AS26411,57,M,Native American/Alaska Native,LAS
Kara Kirk,AA,AA89670,56,F,Native American/Alaska Native,SAN
Ben Davis,DL,DL33336,47,M,Hispanic/Latino,LAX
Joanne Moore,HA,HA43148,52,F,Native American/Alaska Native,SEA
Christi Graser,SW,SW18445,53,F,Native Hawaiian/Pacific Islander,CLT
John Spencer,HA,HA94738,71,F,Hispanic/Latino,BOS
Vincent Gonzalez,DL,DL42753,48,M,Native American/Alaska Native,SLC
Lillian Hansen,AS,AS49615,35,F,Hispanic/Latino,JFK
Edward Hernandez,DL,DL89560,81,M,White,DFW
Paula Smith,AS,AS93956,76,F,Asian,IAH
Albert Wilson,DL,DL21025,84,M,Black/African American,CLT
Robin Dominguez,SW,SW53165,39,F,Black/African American,DFW
Ruth Shelton,UA,UA63087,41,F,Hispanic/Latino,FLL
Scott Sheahan,SW,SW79520,80,M,White,BOS
Joseph Johnson,AA,AA29386,62,M,Hispanic/Latino,DTW
Alma Goddard,SW,SW92001,42,F,Black/African American,MIA
Latoya Ratliff,AS,AS14945,51,F,Native American/Alaska Native,SFO
Shirlee Marshall,DL,DL99819,48,F,Native American/Alaska Native,FLL
Gabriel Harrison,UA,UA18945,42,M,Native American/Alaska Native,SLC
Joseph Smith,HA,HA68989,43,M,Hispanic/Latino,TPA
Gwendolyn Stansel,UA,UA30998,84,F,Native Hawaiian/Pacific Islander,IAD
Donald Whitmore,HA,HA63121,43,M,Black/African American,ATL
Joseph Evans,UA,UA92798,56,M,Native Hawaiian/Pacific Islander,CLT
Annie Northey,AA,AA81293,69,F,Black/African American,ORD
Karen Johnson,HA,HA98108,33,F,Hispanic/Latino,MSP
Jason Sharp,AS,AS53228,83,M,Native Hawaiian/Pacific Islander,SLC
Hector Sorbo,SW,SW12877,37,M,Asian,MSP
Kimberly Inman,UA,UA27734,75,F,Hispanic/Latino,DFW
Edgar Vanhoy,DL,DL24392,28,M,Black/African American,LGA
Shaun Ferebee,AA,AA19323,84,M,White,ATL
Jaime Shives,HA,HA23196,77,M,Asian,SAN
Nancy Liggett,DL,DL22643,71,F,Asian,FLL
Luke Ortiz,SW,SW70823,51,M,White,BOS
Sherie Cooley,SW,SW89919,31,F,Native Hawaiian/Pacific Islander,ORD
Susan Grubb,SW,SW91340,55,F,White,DTW
Tim Ehrisman,HA,HA20039,82,M,Hispanic/Latino,EWR
Raymond Case,SW,SW90261,50,M,White,DFW
Barbara Pack,AA,AA74531,74,F,Asian,BWI
James Escamilla,DL,DL10779,49,M,Asian,CLT
Arthur Rogers,UA,UA69697,76,M,Native American/Alaska Native,BOS
Carl Moncrief,AA,AA97706,23,M,White,EWR
Palmira Huie,SW,SW34191,55,F,White,IAD
Myrtle Sicard,SW,SW31280,26,F,Asian,PHX
Carmen Hughes,SW,SW58457,37,F,Black/African American,BOS
Suzanne Truss,SW,SW18991,23,F,Native American/Alaska Native,BOS
Derek Jarrell,DL,DL34986,29,M,Black/African American,BOS
Calvin Sweet,SW,SW50583,27,M,White,ATL
Frances Rieben,AS,AS12538,49,F,Native American/Alaska Native,EWR
Robert Sabo,HA,HA59653,51,M,White,TPA
Alfred Sherrow,SW,SW45077,80,M,Native Hawaiian/Pacific Islander,MDW
Michael Walker,AS,AS14213,80,M,White,ATL
Eva Burchette,AA,AA27445,78,F,Native Hawaiian/Pacific Islander,SAN
Regina Hartley,UA,UA30689,59,F,Black/African American,TPA
Helen Garza,AA,AA85907,40,F,White,IAD
James Pace,SW,SW38134,75,M,Native American/Alaska Native,DTW
Garrett Harris,HA,HA75097,40,M,Native Hawaiian/Pacific Islander,ORD
Deborah Lupo,UA,UA15913,41,F,Hispanic/Latino,TPA
Jason Ellsworth,DL,DL81941,82,M,Native Hawaiian/Pacific Islander,SEA
Raymond Jackson,DL,DL48225,80,M,Hispanic/Latino,TPA
Nathaniel Stevens,DL,DL89952,77,M,Asian,MCO
Jean Briggs,AS,AS80233,35,F,Black/African American,IAD
Paul Thomas,SW,SW10397,35,M,Black/African American,LAS
Teresa Marciano,HA,HA30732,73,F,Native American/Alaska Native,MIA
John Greenhalge,DL,DL40580,66,M,Asian,DEN
Shawanda Case,UA,UA88169,29,F,Asian,ORD
Dewayne Smith,HA,HA50123,28,M,Native Hawaiian/Pacific Islander,DTW
Anna Maurey,AA,AA10495,77,F,Native Hawaiian/Pacific Islander,LAS
Joseph Gupton,AA,AA33435,37,M,Hispanic/Latino,PHL
Ellen Johnson,UA,UA43315,83,F,Native Hawaiian/Pacific Islander,CLT
Thomas Arellano,AS,AS34802,58,M,Hispanic/Latino,JFK
Darci Gomez,DL,DL68875,84,F,Hispanic/Latino,LGA
Judith Shibuya,UA,UA21619,68,F,Black/African American,EWR
Kristen Coleman,SW,SW89303,69,F,White,SEA
Mattie Schroth,SW,SW37687,49,F,Native American/Alaska Native,SEA
Cecilia Iozzi,DL,DL96290,27,F,Hispanic/Latino,IAH
Anthony Sharples,HA,HA51774,58,M,Hispanic/Latino,MSP
Norma Forte,UA,UA17744,48,F,Black/African American,JFK
Jennifer James,DL,DL16880,38,F,Native Hawaiian/Pacific Islander,DEN
Edith Martin,HA,HA96362,81,F,Asian,SLC
Pearl Mcdaniel,DL,DL73718,45,F,Native Hawaiian/Pacific Islander,DEN
Adam Parson,SW,SW14185,71,M,Native American/Alaska Native,DEN
Sonja Watts,AA,AA74025,62,F,Hispanic/Latino,TPA
Jeremy Pullen,AA,AA89294,35,M,Hispanic/Latino,MCO
Mario Lamborn,DL,DL15443,67,M,Hispanic/Latino,ORD
Milton Vega,DL,DL93422,42,M,White,MDW
Cynthia Wallace,SW,SW75779,26,F,Asian,ORD
Roxanne Frost,HA,HA29669,44,F,Hispanic/Latino,EWR
Michael Berube,SW,SW60279,79,M,Native Hawaiian/Pacific Islander,CLT
Adam Fowlie,AA,AA48186,47,F,White,JFK
Joe Jones,AA,AA20139,76,M,Native Hawaiian/Pacific Islander,FLL
Michele Thompson,AS,AS20508,72,F,Asian,BOS
John Bintner,HA,HA88363,65,M,Black/African American,SAN
Mabel Walker,AS,AS28969,50,F,Native Hawaiian/Pacific Islander,EWR
Kyle Molon,AA,AA77657,40,M,White,BOS
Jason Stratter,DL,DL83874,83,M,Asian,IAH
Margaret Alba,UA,UA64023,27,F,White,MSP
Bettye Schaffner,HA,HA51094,48,F,Black/African American,LAX
Larry Mayer,UA,UA65490,68,M,Native Hawaiian/Pacific Islander,MIA
Katharine Jones,SW,SW70185,26,F,Asian,DFW
Anna Butler,HA,HA87153,43,F,Native American/Alaska Native,JFK
Alease Rives,UA,UA53784,60,F,White,DEN
Ryan Silvey,SW,SW18537,33,M,Native American/Alaska Native,SEA
Cameron Brown,AA,AA17873,73,M,Native Hawaiian/Pacific Islander,PHL
Maryellen Harris,AA,AA12285,26,F,Hispanic/Latino,DTW
Theodore Sutton,SW,SW15308,35,M,White,MIA
Noreen King,AA,AA11565,47,F,Hispanic/Latino,DFW
Chanelle Clayton,SW,SW80055,73,F,Black/African American,LGA
Ruth Hopper,UA,UA40096,39,F,Black/African American,JFK
Bill Smith,AS,AS26124,53,M,Black/African American,JFK
Maryellen Monroe,AS,AS53076,71,F,White,SFO
Pamela Ford,AA,AA44287,36,F,Asian,DFW
Joseph Jordan,SW,SW43567,79,M,Native Hawaiian/Pacific Islander,TPA
Charles Sierra,UA,UA65784,26,M,Native American/Alaska Native,SLC
Gary Rose,SW,SW96804,82,M,Hispanic/Latino,SFO
Evangelina Garcia,HA,HA14235,82,F,Native Hawaiian/Pacific Islander,DEN
Karan Novak,AS,AS56592,59,F,Black/African American,LAS
Stephanie Brown,DL,DL88232,40,F,Native Hawaiian/Pacific Islander,IAH
Anthony Ferreira,HA,HA67651,56,M,White,DEN
Carolyn Johnson,SW,SW27582,50,F,Native Hawaiian/Pacific Islander,BWI
Ricky Gilligan,AA,AA91473,55,M,Native American/Alaska Native,MIA
Ronald Escarcega,SW,SW67024,46,M,Native Hawaiian/Pacific Islander,DTW
Jason Ramirez,DL,DL71753,58,M,Native American/Alaska Native,LAX
Andrew Horton,SW,SW33814,52,M,Asian,TPA
John Meyer,SW,SW56327,31,M,Asian,IAD
Ann Hurley,AS,AS25624,56,F,Hispanic/Latino,MDW
Robin Harper,HA,HA69183,31,F,Native Hawaiian/Pacific Islander,LGA
Carl Maas,AA,AA11615,48,M,Native Hawaiian/Pacific Islander,IAH
Stephen Hale,DL,DL97021,67,M,Hispanic/Latino,MDW
Rebecca Edminster,HA,HA76948,75,F,White,BOS
Julius Carolina,DL,DL41331,67,M,White,ATL
William Rule,HA,HA37219,78,M,Black/African American,IAD
Jennifer Whitmer,UA,UA18242,60,F,White,DTW
Judy Lark,SW,SW58375,61,F,Hispanic/Latino,LAS
Norman Atkinson,HA,HA76916,34,M,White,ORD
Gabriel Uitz,AS,AS20604,46,M,Native Hawaiian/Pacific Islander,MSP
Charles Ellerbe,AS,AS43816,34,M,Asian,BWI
Michael Ross,SW,SW14381,25,M,Black/African American,DFW
Howard King,SW,SW57072,72,M,Black/African American,IAH
Eddie Hinz,SW,SW36162,29,F,Native Hawaiian/Pacific Islander,LAX
Paul Cosey,AS,AS94684,34,M,Hispanic/Latino,ATL
Karen Juariqui,AS,AS40069,66,F,Native Hawaiian/Pacific Islander,EWR
Phoebe Jackson,UA,UA51441,48,F,Hispanic/Latino,MDW
Bessie Potocki,AA,AA28799,34,F,Native American/Alaska Native,PHX
Karen Hill,AS,AS51903,48,F,Native American/Alaska Native,MSP
James Caya,AS,AS81219,32,M,Hispanic/Latino,MDW
Brian Heredia,UA,UA15982,76,M,Native American/Alaska Native,DTW
John Jones,UA,UA73755,54,M,Native American/Alaska Native,SFO
Carlos Edwards,UA,UA51414,61,M,Native American/Alaska Native,MIA
Joann Kingsley,AA,AA26725,80,F,Asian,MIA
John Colliver,UA,UA98477,64,M,Asian,ORD
Beatrice Ferris,AS,AS87827,25,F,Native Hawaiian/Pacific Islander,TPA
Celia Lowe,AS,AS49659,59,F,Native Hawaiian/Pacific Islander,IAD
David Rooker,DL,DL54776,35,M,Black/African American,LGA
Carrie Wolfe,UA,UA62506,29,F,Hispanic/Latino,PHL
Iris Mounsey,AS,AS22957,55,F,Native American/Alaska Native,LAX
Denise Benny,SW,SW60427,62,F,Asian,PHL
Suzanne Kosinski,UA,UA25047,84,F,Native American/Alaska Native,SFO
Denise Torres,AS,AS83783,67,F,Black/African American,LAS
Leila Banner,DL,DL44401,49,F,Native American/Alaska Native,DTW
Allen Lynch,SW,SW32584,81,M,Native Hawaiian/Pacific Islander,MDW
Karen Hicks,SW,SW17221,78,F,White,ORD
Marsha Hammonds,HA,HA85409,42,F,Asian,BWI
Leroy Abney,HA,HA95092,23,M,White,DEN
Leo Obryon,DL,DL63838,84,M,Black/African American,BOS
Leslie Moulton,DL,DL59616,58,F,Hispanic/Latino,PHX
Carl Wexler,UA,UA75926,34,M,White,DFW
Tanya Huro,AS,AS29893,70,F,Black/African American,ORD
Son Jones,UA,UA21633,38,M,Black/African American,DEN
Fred Wells,DL,DL64607,68,M,Black/African American,PHL
Anthony Mcquinn,SW,SW35528,35,M,Native American/Alaska Native,PHL
Judy Gaines,SW,SW44258,23,F,Native Hawaiian/Pacific Islander,MDW
Donald Mcelyea,AA,AA72068,69,M,Asian,MIA
Jessica Magano,HA,HA95011,51,F,Native American/Alaska Native,PHL
Stacey Watson,HA,HA77262,36,F,Hispanic/Latino,LAX
Larry Jackson,DL,DL10558,45,M,Native Hawaiian/Pacific Islander,MIA
Novella Moody,SW,SW67372,58,F,Black/African American,SFO
Diana Sheroan,UA,UA58236,81,F,Black/African American,CLT
Ellen Reyna,AS,AS12847,45,F,White,EWR
Jeffrey Humphrey,SW,SW73738,84,M,Native Hawaiian/Pacific Islander,BOS
Jeanne Bushman,DL,DL87213,51,F,Native Hawaiian/Pacific Islander,BOS
Nathan Daves,UA,UA86867,51,M,Hispanic/Latino,JFK
Claude Jefferson,UA,UA97899,51,M,Native American/Alaska Native,LGA
James Brown,HA,HA92813,35,M,White,LAS
Victoria Carty,AS,AS97533,50,F,Native American/Alaska Native,ATL
Pauline Arrowood,AS,AS80990,37,F,Asian,DFW
Ruby Rolfe,HA,HA47634,42,F,Asian,MSP
Helen James,AS,AS85309,24,F,Native Hawaiian/Pacific Islander,SFO
Ezra Salazar,AA,AA90030,24,M,White,SEA
Donald Catt,AS,AS22489,25,M,Native Hawaiian/Pacific Islander,IAD
Hildred Cockrell,HA,HA62211,82,F,Hispanic/Latino,SAN
Jeffrey Harris,AS,AS75409,34,M,Native Hawaiian/Pacific Islander,MSP
Sarah Fairman,DL,DL93251,64,F,Native Hawaiian/Pacific Islander,TPA
Jack Johnson,HA,HA42683,81,M,Hispanic/Latino,SAN
Delbert Corbett,SW,SW87684,38,M,Native Hawaiian/Pacific Islander,IAD
Joseph Namisnak,SW,SW26332,56,M,White,MIA
Dustin Gambill,UA,UA26922,67,M,Hispanic/Latino,LGA
Robert Zakrzewski,UA,UA66368,59,M,Hispanic/Latino,JFK
Frank Miles,HA,HA50778,53,M,Native Hawaiian/Pacific Islander,TPA
William Gladwin,UA,UA15947,53,M,White,EWR
Jeffery Brown,UA,UA90487,57,M,Hispanic/Latino,BOS
Olive Kistner,AA,AA91361,79,F,Native Hawaiian/Pacific Islander,SAN
Beatrice Hackman,AA,AA86766,66,F,White,MIA
Kathleen Corso,AS,AS78351,45,F,White,SAN
Victor Hart,SW,SW60732,72,M,Native American/Alaska Native,FLL
Karen Edwards,DL,DL15737,51,F,Native Hawaiian/Pacific Islander,BOS
Norma Erbst,SW,SW95388,42,F,Asian,SEA
Glen Gist,HA,HA53116,77,M,Native Hawaiian/Pacific Islander,IAH
Kenneth Vandevelde,AA,AA93131,51,M,Native American/Alaska Native,FLL
Darlene Jones,AS,AS65365,42,F,Black/African American,SAN
Patricia Welch,AA,AA61830,44,F,Hispanic/Latino,EWR
John Gil,DL,DL80261,76,M,Black/African American,PHX
Alice Greco,AS,AS53682,22,F,Black/African American,MCO
Barbara Vasquez,HA,HA56037,37,F,Asian,IAD
Frederick Davis,AA,AA96310,42,M,Native Hawaiian/Pacific Islander,ATL
Anthony Mines,HA,HA30674,37,M,White,EWR
Rodger Harmon,SW,SW73882,71,M,Black/African American,LGA
Lee Scroggs,AA,AA11033,30,F,Native Hawaiian/Pacific Islander,MIA
Gayle Lebeau,AS,AS92851,69,F,White,EWR
Karen Crain,DL,DL33856,73,F,White,BNA
Jill Naquin,AS,AS29686,25,F,Black/African American,SLC
Danielle Snyder,AA,AA22033,82,F,Native Hawaiian/Pacific Islander,DFW
Luther Jordan,SW,SW98927,38,M,White,SFO
Fonda Anschutz,UA,UA75958,58,F,Native American/Alaska Native,JFK
Mary Cordova,SW,SW69038,61,F,Native American/Alaska Native,DEN
Wilson Morris,UA,UA55524,48,M,Native Hawaiian/Pacific Islander,ORD
Sara Marshall,AA,AA92801,41,F,Black/African American,MCO
Michael Gaskin,AA,AA43252,62,M,Hispanic/Latino,MDW
Ryan Pierce,HA,HA14811,27,M,Hispanic/Latino,DFW
Concepcion Dennis,SW,SW76857,82,F,Asian,ATL
Brenda Taylor,HA,HA75848,55,F,Black/African American,IAH
Barton Gadson,DL,DL15364,43,M,Black/African American,BWI
Kerry Wolfe,DL,DL17162,64,M,White,MSP
John Reyes,AS,AS97157,84,M,Native Hawaiian/Pacific Islander,SFO
Raymond Henry,UA,UA61252,27,M,Native Hawaiian/Pacific Islander,TPA
Tony Almeida,HA,HA73946,65,M,Black/African American,PHX
Erin Campbell,SW,SW88382,43,F,White,JFK
Raymond Armstrong,AA,AA58059,82,M,Black/African American,IAD
Jaime Platt,AS,AS89663,65,M,Native Hawaiian/Pacific Islander,SFO
Angela Delapaz,AA,AA62042,53,F,Hispanic/Latino,LAX
Gwendolyn Gilbert,HA,HA76711,62,F,Native American/Alaska Native,IAD
Eric Khatri,SW,SW96170,57,M,Asian,LGA
Gloria Hyder,AA,AA77898,69,F,Native Hawaiian/Pacific Islander,BOS
Tony Nicholson,SW,SW43022,49,M,Native American/Alaska Native,MIA
William Ayers,AA,AA43616,62,M,Native Hawaiian/Pacific Islander,LAS
David Rodger,AS,AS64205,83,M,Asian,SFO
Arnette Brown,AS,AS20378,51,F,Native American/Alaska Native,SAN
Cherie Lebrun,AA,AA68268,71,F,Hispanic/Latino,IAH
Charles Carr,UA,UA85620,35,M,Native Hawaiian/Pacific Islander,MCO
Sally Clark,AA,AA87376,56,F,Native American/Alaska Native,DTW
Benjamin Tate,AS,AS96839,58,M,Asian,MCO
Kim Caperton,AS,AS11135,55,F,Black/African American,ORD
Salvador Morris,AA,AA27897,76,M,Asian,TPA
Charles Caldwell,AA,AA96557,57,M,White,LGA
Daniel Williams,HA,HA30345,73,M,Native American/Alaska Native,LGA
David Montague,AA,AA88799,55,M,White,ATL
Irene Duncan,AS,AS82293,80,F,Black/African American,MSP
Rona Charney,SW,SW35460,73,F,White,MSP
Joe Terry,UA,UA71887,79,M,Native Hawaiian/Pacific Islander,FLL
Susan Patock,HA,HA94972,52,F,Black/African American,SEA
Miriam Couture,AA,AA49452,33,F,Black/African American,BOS
Elvia Oconnor,AS,AS36424,51,F,Black/African American,SFO
Kevin Ayer,HA,HA33808,30,M,Black/African American,EWR
Heather Hooper,SW,SW89669,35,F,Native American/Alaska Native,BWI
Albert Reyes,DL,DL89768,44,M,White,MCO
Lynn Robinson,HA,HA25230,71,F,White,DEN
Joshua Bridgeman,HA,HA13665,40,M,Asian,BWI
Sean Belville,AS,AS91157,77,M,White,MIA
Mildred Hollman,AA,AA87468,26,F,Native Hawaiian/Pacific Islander,IAD
James Griswold,UA,UA57567,70,M,Asian,PHL
Edward Losh,UA,UA95862,35,M,Asian,DTW
Stacy Waggoner,DL,DL69173,63,F,Black/African American,ATL
Milan Smith,SW,SW75014,25,M,Native Hawaiian/Pacific Islander,EWR
Brian Merry,HA,HA19139,55,M,Black/African American,MDW
Eileen Haley,AS,AS88424,72,F,Native American/Alaska Native,ATL
Myrtle Houston,UA,UA44306,79,F,Native Hawaiian/Pacific Islander,IAD
Casey Dubie,SW,SW67882,31,M,Asian,IAH
Jennifer Nelson,SW,SW91516,74,F,Native Hawaiian/Pacific Islander,LGA
Marsha Clark,DL,DL76589,29,F,Native American/Alaska Native,PHL
Linda Blakeley,AA,AA67426,45,F,White,FLL
Judy Johnson,DL,DL35278,79,F,Asian,MIA
Jason Cutshall,AA,AA93998,25,M,Native American/Alaska Native,TPA
Alicia Turner,HA,HA12845,49,F,Asian,MDW
Ruth Casas,HA,HA56486,72,F,Native American/Alaska Native,LAS
Walter Price,UA,UA78887,73,M,Black/African American,PHX
Eugene Wild,AA,AA90941,54,M,Asian,CLT
Matthew Rakes,DL,DL16637,57,M,Native American/Alaska Native,MIA
Richard Hubbard,AS,AS88428,70,M,Hispanic/Latino,ORD
Robert Ramirez,UA,UA82598,53,M,Hispanic/Latino,JFK
Kathy Woodard,AA,AA22885,59,F,Hispanic/Latino,LAX
Karen Ramsey,SW,SW50294,31,F,Asian,PHL
Timothy Richards,HA,HA46573,39,M,White,IAD
Mary Murat,DL,DL11019,32,F,Asian,SLC
Rochelle Bettis,AA,AA15041,23,F,Native American/Alaska Native,DTW
Sandra Duncan,DL,DL36985,55,F,Native Hawaiian/Pacific Islander,MIA
Barbara Hall,UA,UA49942,47,F,Black/African American,SLC
Jacque Mitchell,HA,HA12321,29,F,White,LGA
William Tote,UA,UA73460,60,M,White,MSP
Terry Partis,SW,SW33827,81,M,Native American/Alaska Native,EWR
Shirley Harlow,SW,SW68593,50,F,Black/African American,ATL
Lottie Dudley,DL,DL80846,76,F,Asian,EWR
Patricia Berube,DL,DL41733,48,F,Hispanic/Latino,SLC
Shirley Stauffer,UA,UA29590,58,F,Hispanic/Latino,FLL
Lou Fernandez,SW,SW41865,81,F,Black/African American,ORD
Alice Andrews,AA,AA98758,61,F,Native Hawaiian/Pacific Islander,CLT
Marisa Corpus,AS,AS25685,34,F,White,PHX
Ashley Pollitt,AA,AA62244,74,F,Black/African American,SEA
Barbara Thomas,DL,DL49072,37,F,Black/African American,LAS
Sandra Roman,AA,AA88855,59,F,Black/African American,FLL
Kasey Girdley,UA,UA29274,39,M,White,BNA
Richard Scoggins,HA,HA32102,63,M,Black/African American,MCO
Tyrell Lopez,UA,UA32530,27,M,Native Hawaiian/Pacific Islander,DTW
Fern Grant,UA,UA28592,70,F,Hispanic/Latino,IAH
Dennis Borda,UA,UA71824,28,M,Asian,DFW
Patricia Wilke,DL,DL61733,34,F,White,LGA
Carol Reed,UA,UA10774,22,F,White,FLL
Frank Young,UA,UA99215,45,M,Hispanic/Latino,FLL
Kathy Badger,DL,DL78082,36,F,Hispanic/Latino,MIA
Christopher Mosby,UA,UA49464,22,M,Hispanic/Latino,LAX
William Sobel,HA,HA75088,32,M,Asian,JFK
Maurice Hicks,SW,SW63623,43,M,Black/African American,SAN
Jenny Wishman,SW,SW77135,29,F,Native Hawaiian/Pacific Islander,MIA
Sylvia Sheridan,HA,HA14851,72,F,Hispanic/Latino,JFK
Bernice Gonzalez,DL,DL69097,38,F,Native Hawaiian/Pacific Islander,MDW
James Nalley,HA,HA61733,81,M,White,DTW
Gertrude Garrett,AA,AA45870,83,F,Native Hawaiian/Pacific Islander,MDW
Becky Leggett,AA,AA68446,50,F,Black/African American,MIA
Cedric Johnson,HA,HA28996,60,M,Native Hawaiian/Pacific Islander,PHL
Stephen Bickerstaff,SW,SW59535,24,M,White,SEA
David Gibbs,HA,HA61424,45,M,Native American/Alaska Native,MSP
Wayne Bryant,HA,HA92672,25,M,Native Hawaiian/Pacific Islander,ATL
Deborah Ingram,SW,SW25075,57,F,White,SLC
James Schiller,HA,HA63700,49,M,Hispanic/Latino,SAN
Julio James,SW,SW98766,42,M,Black/African American,MCO
Melissa Brown,HA,HA47821,82,F,White,ORD
Wanda Stover,AA,AA44300,72,F,Native American/Alaska Native,SEA
Elizabeth Preciado,SW,SW50416,30,F,Asian,SLC
Robert Yates,HA,HA98756,55,M,Native American/Alaska Native,IAD
Brittany Ahearn,AS,AS23225,29,F,Native Hawaiian/Pacific Islander,MSP
Anne Ebner,HA,HA53884,55,F,Asian,CLT
Kristen Mosley,AS,AS74320,55,F,Asian,SLC
Chester Duggan,UA,UA70159,67,M,Hispanic/Latino,MSP
Thomas Norris,HA,HA54959,22,M,White,PHL
Harry Jennings,HA,HA47955,26,M,Native Hawaiian/Pacific Islander,CLT
Connie Andersen,SW,SW56262,46,F,Hispanic/Latino,IAH
Pearlie Babineaux,HA,HA37594,41,F,Hispanic/Latino,BOS
Raymond Perez,AA,AA78890,82,M,White,DFW
Danny White,UA,UA25853,34,M,Native Hawaiian/Pacific Islander,DFW
David Bagaoisan,SW,SW15719,25,M,Asian,IAH
Gail Barnard,DL,DL60286,59,F,Native Hawaiian/Pacific Islander,SAN
John Roux,SW,SW67833,48,M,Native American/Alaska Native,DFW
George Rogers,UA,UA14230,50,M,Asian,MCO
Victoria Perry,SW,SW33974,26,F,Asian,FLL
Teresa Thomas,UA,UA89003,31,F,Black/African American,SAN
Jimmy Poole,HA,HA27021,72,M,Hispanic/Latino,MSP
James Graham,AA,AA57990,63,M,Asian,ATL
Charlie Swanson,HA,HA49910,83,M,Native Hawaiian/Pacific Islander,BWI
Robert Ellis,HA,HA34963,43,M,White,LAS
Antoinette Walla,UA,UA29286,25,F,Native Hawaiian/Pacific Islander,LAS
Ray Cutshall,DL,DL62751,48,M,Native Hawaiian/Pacific Islander,DFW
John Stjohn,UA,UA73685,31,M,White,MIA
Stephanie Pena,UA,UA87186,39,F,Native American/Alaska Native,PHX
Corey Mcdonald,AS,AS73141,77,M,Hispanic/Latino,MIA
George Salazar,UA,UA29268,49,M,Asian,IAD
Fannie Tirado,SW,SW47539,28,F,White,SLC
Eddie King,AS,AS63519,58,M,Black/African American,SEA
Alvin Plancarte,SW,SW29356,50,M,Native American/Alaska Native,EWR
Paul Walker,AS,AS28528,80,M,Black/African American,SEA
Douglas Summerville,HA,HA14093,47,M,Hispanic/Latino,PHL
Nicholas Burns,DL,DL74568,64,M,Black/African American,BOS
Hazel Pipkin,DL,DL17062,57,F,Native Hawaiian/Pacific Islander,DFW
John Updike,SW,SW87249,83,M,White,EWR
Alexander Powley,DL,DL31028,72,M,Black/African American,LAX
Alice Hoffman,SW,SW90845,35,F,White,BNA
Anna Wallace,DL,DL15827,62,F,Native Hawaiian/Pacific Islander,MDW
Missy Perry,AS,AS64732,51,F,White,BOS
Katy Habeck,SW,SW23817,73,F,Black/African American,DEN
Kathleen Sowinski,AA,AA69232,26,F,Native American/Alaska Native,BNA
Mary Cox,HA,HA96001,75,F,Native Hawaiian/Pacific Islander,FLL
Drew Eck,DL,DL50300,53,M,White,SFO
Erwin Lizotte,AA,AA83231,78,M,Asian,JFK
Betty Seals,AA,AA26440,73,F,White,PHL
Armando Prindle,AS,AS37199,50,M,Hispanic/Latino,BNA
Melanie Osterhoudt,DL,DL65271,22,F,Asian,FLL
Elsie Eyer,DL,DL32710,75,F,Native Hawaiian/Pacific Islander,SLC
Gregory Frame,AA,AA87196,73,M,Native Hawaiian/Pacific Islander,SAN
Robert Newhouse,AS,AS32782,40,M,Asian,LGA
Theresa Nitti,AA,AA47077,42,F,Asian,CLT
Rosemary Burchette,AS,AS76440,64,F,White,SLC
Leland Barnard,DL,DL82401,70,M,Black/African American,MDW
Jan Lee,SW,SW72465,32,F,Black/African American,JFK
Christopher Hardison,HA,HA35760,61,M,Native American/Alaska Native,MCO
Margaret Johnson,AA,AA22303,23,F,Black/African American,ATL
Marian Bolden,SW,SW32930,73,F,Asian,SFO
Jose Clark,HA,HA88511,36,M,Hispanic/Latino,DEN
Bennie Mills,HA,HA96705,79,M,Native Hawaiian/Pacific Islander,EWR
Mary Millet,AS,AS99966,53,F,Native American/Alaska Native,SEA
Marie Erlewine,SW,SW50714,26,F,Black/African American,TPA
Kathy Wilson,UA,UA80731,83,F,Native Hawaiian/Pacific Islander,CLT
Laura Howard,DL,DL93774,58,F,Asian,ORD
Denise Blocker,DL,DL43710,47,F,White,MIA
Tara Carr,AA,AA14573,40,F,Asian,BOS
Homer Braden,DL,DL52991,57,M,Black/African American,SEA
John Rangel,DL,DL22560,40,M,White,MSP
Scott Toledo,DL,DL17894,26,M,Asian,FLL
Geneva Hooker,DL,DL11337,40,F,Asian,PHL
Pamela Mansfield,SW,SW31717,34,F,Native Hawaiian/Pacific Islander,SFO
Dustin Dotson,AA,AA40862,74,M,Black/African American,SLC
Heather Zolezzi,SW,SW46893,24,F,Asian,DFW
Lawrence Freeman,SW,SW46861,70,M,Native American/Alaska Native,DEN
Michael West,UA,UA45872,53,M,Hispanic/Latino,MSP
Pedro Harvey,UA,UA96773,72,M,Hispanic/Latino,LAS
Dorothy Sanderson,DL,DL85051,76,F,Hispanic/Latino,FLL
Lynn Hawkins,DL,DL13762,69,F,Asian,TPA
